date,platform,vehicle_model,impressions,clicks,cost_brl,leads
2026-05-25,Meta Ads,Yamaha MT-07,7429,231,981.22,31
2026-05-25,Meta Ads,Yamaha NMAX 160,7860,613,1634.38,90
2026-05-25,Meta Ads,Yamaha Crosser 150,8816,181,221.47,11
2026-05-25,Meta Ads,Yamaha Fazer 250,4332,261,768.84,33
2026-05-25,Google Ads,Yamaha MT-07,7616,518,2193.38,54
2026-05-25,Google Ads,Yamaha NMAX 160,9905,506,1339.36,29
2026-05-25,Google Ads,Yamaha Crosser 150,6662,154,635.15,14
2026-05-25,Google Ads,Yamaha Fazer 250,4089,162,285.7,19
2026-05-26,Meta Ads,Yamaha MT-07,2940,203,294.38,21
2026-05-26,Meta Ads,Yamaha NMAX 160,4939,228,721.88,33
2026-05-26,Meta Ads,Yamaha Crosser 150,6609,427,1603.13,60
2026-05-26,Meta Ads,Yamaha Fazer 250,2747,187,446.17,21
2026-05-26,Google Ads,Yamaha MT-07,9054,389,1304.02,26
2026-05-26,Google Ads,Yamaha NMAX 160,3863,100,444.1,13
2026-05-26,Google Ads,Yamaha Crosser 150,4538,91,228.18,11
2026-05-26,Google Ads,Yamaha Fazer 250,7072,557,1109.19,71
2026-05-27,Meta Ads,Yamaha MT-07,6416,447,720.27,45
2026-05-27,Meta Ads,Yamaha NMAX 160,2802,122,512.67,14
2026-05-27,Meta Ads,Yamaha Crosser 150,2936,180,400.98,22
2026-05-27,Meta Ads,Yamaha Fazer 250,1178,37,159.74,5
2026-05-27,Google Ads,Yamaha MT-07,5356,200,480.41,11
2026-05-27,Google Ads,Yamaha NMAX 160,6531,199,654.57,11
2026-05-27,Google Ads,Yamaha Crosser 150,1789,67,294.18,7
2026-05-27,Google Ads,Yamaha Fazer 250,8707,470,1683.59,42
2026-05-28,Meta Ads,Yamaha MT-07,6584,418,1844.01,43
2026-05-28,Meta Ads,Yamaha NMAX 160,6697,223,821.55,22
2026-05-28,Meta Ads,Yamaha Crosser 150,3740,243,917.12,18
2026-05-28,Meta Ads,Yamaha Fazer 250,2823,84,259.45,7
2026-05-28,Google Ads,Yamaha MT-07,5884,449,1235.82,50
2026-05-28,Google Ads,Yamaha NMAX 160,6933,395,1710.85,24
2026-05-28,Google Ads,Yamaha Crosser 150,6634,250,1070.94,30
2026-05-28,Google Ads,Yamaha Fazer 250,9747,375,588.81,34
2026-05-29,Meta Ads,Yamaha MT-07,9674,471,1680.37,36
2026-05-29,Meta Ads,Yamaha NMAX 160,5435,267,858.5,34
2026-05-29,Meta Ads,Yamaha Crosser 150,5071,174,583.63,22
2026-05-29,Meta Ads,Yamaha Fazer 250,2034,59,243.07,6
2026-05-29,Google Ads,Yamaha MT-07,2485,153,319.75,10
2026-05-29,Google Ads,Yamaha NMAX 160,8121,271,949.06,34
2026-05-29,Google Ads,Yamaha Crosser 150,9492,401,1519.21,53
2026-05-29,Google Ads,Yamaha Fazer 250,8862,333,952.41,17
2026-05-30,Meta Ads,Yamaha MT-07,2500,153,650.08,10
2026-05-30,Meta Ads,Yamaha NMAX 160,5815,253,976.74,24
2026-05-30,Meta Ads,Yamaha Crosser 150,1933,56,90.32,5
2026-05-30,Meta Ads,Yamaha Fazer 250,8178,466,674.3,47
2026-05-30,Google Ads,Yamaha MT-07,8132,645,1621.13,83
2026-05-30,Google Ads,Yamaha NMAX 160,2775,218,361.77,17
2026-05-30,Google Ads,Yamaha Crosser 150,4473,227,720.8,21
2026-05-30,Google Ads,Yamaha Fazer 250,9290,380,1515.37,54
2026-05-31,Meta Ads,Yamaha MT-07,4142,170,577.2,21
2026-05-31,Meta Ads,Yamaha NMAX 160,7572,530,1455.31,56
2026-05-31,Meta Ads,Yamaha Crosser 150,7705,546,2344.47,69
2026-05-31,Meta Ads,Yamaha Fazer 250,1167,75,142.76,6
2026-05-31,Google Ads,Yamaha MT-07,6741,272,771.52,25
2026-05-31,Google Ads,Yamaha NMAX 160,9829,745,2752.92,75
2026-05-31,Google Ads,Yamaha Crosser 150,8505,370,448.01,42
2026-05-31,Google Ads,Yamaha Fazer 250,9858,438,1276.9,40
2026-06-01,Meta Ads,Yamaha MT-07,9897,385,1515.83,38
2026-06-01,Meta Ads,Yamaha NMAX 160,5102,247,904.53,16
2026-06-01,Meta Ads,Yamaha Crosser 150,2156,81,350.44,6
2026-06-01,Meta Ads,Yamaha Fazer 250,7029,240,567.26,12
2026-06-01,Google Ads,Yamaha MT-07,7793,491,1010.7,45
2026-06-01,Google Ads,Yamaha NMAX 160,3848,133,307.64,12
2026-06-01,Google Ads,Yamaha Crosser 150,3650,241,709.01,20
2026-06-01,Google Ads,Yamaha Fazer 250,2494,136,309.39,17
2026-06-02,Meta Ads,Yamaha MT-07,6461,392,679.26,34
2026-06-02,Meta Ads,Yamaha NMAX 160,9511,635,1802.25,43
2026-06-02,Meta Ads,Yamaha Crosser 150,2194,175,248.3,18
2026-06-02,Meta Ads,Yamaha Fazer 250,1045,64,189.03,4
2026-06-02,Google Ads,Yamaha MT-07,2530,135,414.71,11
2026-06-02,Google Ads,Yamaha NMAX 160,6254,411,885.58,43
2026-06-02,Google Ads,Yamaha Crosser 150,8540,511,815.72,56
2026-06-02,Google Ads,Yamaha Fazer 250,9804,419,1176.48,28
2026-06-03,Meta Ads,Yamaha MT-07,9399,653,861.69,54
2026-06-03,Meta Ads,Yamaha NMAX 160,8517,474,1026.43,52
2026-06-03,Meta Ads,Yamaha Crosser 150,8400,269,558.76,19
2026-06-03,Meta Ads,Yamaha Fazer 250,1874,141,581.29,16
2026-06-03,Google Ads,Yamaha MT-07,2724,98,140.41,9
2026-06-03,Google Ads,Yamaha NMAX 160,3031,67,178.48,5
2026-06-03,Google Ads,Yamaha Crosser 150,1149,72,261.28,6
2026-06-03,Google Ads,Yamaha Fazer 250,8893,309,856.24,31
2026-06-04,Meta Ads,Yamaha MT-07,5043,121,186.14,9
2026-06-04,Meta Ads,Yamaha NMAX 160,1959,93,319.0,11
2026-06-04,Meta Ads,Yamaha Crosser 150,9674,418,1454.93,31
2026-06-04,Meta Ads,Yamaha Fazer 250,9370,238,955.71,21
2026-06-04,Google Ads,Yamaha MT-07,5614,193,320.69,26
2026-06-04,Google Ads,Yamaha NMAX 160,1626,47,209.02,6
2026-06-04,Google Ads,Yamaha Crosser 150,5062,275,552.42,31
2026-06-04,Google Ads,Yamaha Fazer 250,3225,133,291.61,19
2026-06-05,Meta Ads,Yamaha MT-07,9356,714,2732.53,53
2026-06-05,Meta Ads,Yamaha NMAX 160,5310,156,486.57,8
2026-06-05,Meta Ads,Yamaha Crosser 150,7093,389,693.39,41
2026-06-05,Meta Ads,Yamaha Fazer 250,8758,286,783.7,24
2026-06-05,Google Ads,Yamaha MT-07,5711,318,543.64,27
2026-06-05,Google Ads,Yamaha NMAX 160,9562,435,1773.43,49
2026-06-05,Google Ads,Yamaha Crosser 150,2645,124,170.54,15
2026-06-05,Google Ads,Yamaha Fazer 250,8165,295,896.73,15
2026-06-06,Meta Ads,Yamaha MT-07,7970,594,2570.75,77
2026-06-06,Meta Ads,Yamaha NMAX 160,1208,89,322.3,5
2026-06-06,Meta Ads,Yamaha Crosser 150,1619,87,335.58,9
2026-06-06,Meta Ads,Yamaha Fazer 250,1163,89,327.41,5
2026-06-06,Google Ads,Yamaha MT-07,3265,158,409.15,14
2026-06-06,Google Ads,Yamaha NMAX 160,5749,219,499.07,27
2026-06-06,Google Ads,Yamaha Crosser 150,7333,482,1881.65,56
2026-06-06,Google Ads,Yamaha Fazer 250,5448,381,978.09,43
2026-06-07,Meta Ads,Yamaha MT-07,7198,240,466.35,18
2026-06-07,Meta Ads,Yamaha NMAX 160,1959,44,159.74,5
2026-06-07,Meta Ads,Yamaha Crosser 150,3394,208,393.37,23
2026-06-07,Meta Ads,Yamaha Fazer 250,2124,108,298.82,8
2026-06-07,Google Ads,Yamaha MT-07,5835,339,812.49,22
2026-06-07,Google Ads,Yamaha NMAX 160,8598,399,1642.35,29
2026-06-07,Google Ads,Yamaha Crosser 150,5046,137,450.31,19
2026-06-07,Google Ads,Yamaha Fazer 250,7029,386,1507.77,54
2026-06-08,Meta Ads,Yamaha MT-07,9117,381,816.84,41
2026-06-08,Meta Ads,Yamaha NMAX 160,5648,437,1330.75,50
2026-06-08,Meta Ads,Yamaha Crosser 150,1546,78,160.71,8
2026-06-08,Meta Ads,Yamaha Fazer 250,2482,70,216.94,6
2026-06-08,Google Ads,Yamaha MT-07,9584,693,1084.59,50
2026-06-08,Google Ads,Yamaha NMAX 160,7239,239,375.55,19
2026-06-08,Google Ads,Yamaha Crosser 150,1691,45,185.83,5
2026-06-08,Google Ads,Yamaha Fazer 250,3748,271,841.31,15
2026-06-09,Meta Ads,Yamaha MT-07,8979,443,661.77,32
2026-06-09,Meta Ads,Yamaha NMAX 160,3379,141,170.87,11
2026-06-09,Meta Ads,Yamaha Crosser 150,3418,259,819.01,32
2026-06-09,Meta Ads,Yamaha Fazer 250,7878,303,490.52,44
2026-06-09,Google Ads,Yamaha MT-07,5427,320,833.81,43
2026-06-09,Google Ads,Yamaha NMAX 160,1800,88,109.49,4
2026-06-09,Google Ads,Yamaha Crosser 150,4256,85,114.31,5
2026-06-09,Google Ads,Yamaha Fazer 250,1771,126,323.93,16
2026-06-10,Meta Ads,Yamaha MT-07,7895,184,492.55,22
2026-06-10,Meta Ads,Yamaha NMAX 160,8401,218,502.73,13
2026-06-10,Meta Ads,Yamaha Crosser 150,4371,277,1209.72,37
2026-06-10,Meta Ads,Yamaha Fazer 250,6024,351,522.22,34
2026-06-10,Google Ads,Yamaha MT-07,8156,340,577.52,47
2026-06-10,Google Ads,Yamaha NMAX 160,9908,282,1017.8,26
2026-06-10,Google Ads,Yamaha Crosser 150,7714,155,470.53,19
2026-06-10,Google Ads,Yamaha Fazer 250,4745,342,761.93,39
2026-06-11,Meta Ads,Yamaha MT-07,4451,91,259.31,7
2026-06-11,Meta Ads,Yamaha NMAX 160,9056,646,1782.28,43
2026-06-11,Meta Ads,Yamaha Crosser 150,6369,378,1428.68,41
2026-06-11,Meta Ads,Yamaha Fazer 250,6638,429,1534.79,30
2026-06-11,Google Ads,Yamaha MT-07,6114,455,1803.4,68
2026-06-11,Google Ads,Yamaha NMAX 160,7061,326,712.14,28
2026-06-11,Google Ads,Yamaha Crosser 150,7259,509,1440.3,47
2026-06-11,Google Ads,Yamaha Fazer 250,5587,377,1449.42,35
2026-06-12,Meta Ads,Yamaha MT-07,1361,46,74.09,6
2026-06-12,Meta Ads,Yamaha NMAX 160,8824,421,1832.77,32
2026-06-12,Meta Ads,Yamaha Crosser 150,9544,540,1179.61,41
2026-06-12,Meta Ads,Yamaha Fazer 250,4801,366,846.66,32
2026-06-12,Google Ads,Yamaha MT-07,6546,383,1190.15,28
2026-06-12,Google Ads,Yamaha NMAX 160,2817,66,115.49,8
2026-06-12,Google Ads,Yamaha Crosser 150,4113,260,514.76,18
2026-06-12,Google Ads,Yamaha Fazer 250,9604,671,861.38,41
2026-06-13,Meta Ads,Yamaha MT-07,5497,188,485.5,16
2026-06-13,Meta Ads,Yamaha NMAX 160,2480,56,165.72,8
2026-06-13,Meta Ads,Yamaha Crosser 150,7627,552,665.17,39
2026-06-13,Meta Ads,Yamaha Fazer 250,7560,557,1221.41,28
2026-06-13,Google Ads,Yamaha MT-07,1740,65,167.35,5
2026-06-13,Google Ads,Yamaha NMAX 160,5860,243,625.98,20
2026-06-13,Google Ads,Yamaha Crosser 150,2141,125,416.58,8
2026-06-13,Google Ads,Yamaha Fazer 250,9482,438,1156.45,33
2026-06-14,Meta Ads,Yamaha MT-07,3673,91,337.44,12
2026-06-14,Meta Ads,Yamaha NMAX 160,9044,709,974.13,49
2026-06-14,Meta Ads,Yamaha Crosser 150,4286,194,487.2,16
2026-06-14,Meta Ads,Yamaha Fazer 250,8407,331,1208.44,39
2026-06-14,Google Ads,Yamaha MT-07,6899,367,633.69,41
2026-06-14,Google Ads,Yamaha NMAX 160,3682,132,250.13,17
2026-06-14,Google Ads,Yamaha Crosser 150,2942,137,250.9,7
2026-06-14,Google Ads,Yamaha Fazer 250,8083,295,1141.85,20
2026-06-15,Meta Ads,Yamaha MT-07,3693,204,689.23,10
2026-06-15,Meta Ads,Yamaha NMAX 160,3696,183,625.8,16
2026-06-15,Meta Ads,Yamaha Crosser 150,8080,435,1528.69,53
2026-06-15,Meta Ads,Yamaha Fazer 250,5681,349,1165.28,40
2026-06-15,Google Ads,Yamaha MT-07,1446,70,158.59,8
2026-06-15,Google Ads,Yamaha NMAX 160,8553,384,1200.46,31
2026-06-15,Google Ads,Yamaha Crosser 150,7864,319,724.07,18
2026-06-15,Google Ads,Yamaha Fazer 250,4760,105,262.81,9
2026-06-16,Meta Ads,Yamaha MT-07,1521,84,342.93,6
2026-06-16,Meta Ads,Yamaha NMAX 160,5307,412,856.14,39
2026-06-16,Meta Ads,Yamaha Crosser 150,1083,34,80.54,3
2026-06-16,Meta Ads,Yamaha Fazer 250,4835,359,502.16,51
2026-06-16,Google Ads,Yamaha MT-07,5530,134,354.29,19
2026-06-16,Google Ads,Yamaha NMAX 160,4389,205,716.72,19
2026-06-16,Google Ads,Yamaha Crosser 150,8587,266,1180.54,36
2026-06-16,Google Ads,Yamaha Fazer 250,8258,283,815.02,26
2026-06-17,Meta Ads,Yamaha MT-07,2894,180,283.55,15
2026-06-17,Meta Ads,Yamaha NMAX 160,1289,51,128.93,3
2026-06-17,Meta Ads,Yamaha Crosser 150,4419,279,409.13,37
2026-06-17,Meta Ads,Yamaha Fazer 250,7149,412,1403.31,55
2026-06-17,Google Ads,Yamaha MT-07,1455,73,179.16,10
2026-06-17,Google Ads,Yamaha NMAX 160,8621,306,889.16,33
2026-06-17,Google Ads,Yamaha Crosser 150,6685,322,1014.33,44
2026-06-17,Google Ads,Yamaha Fazer 250,7007,380,1286.21,43
2026-06-18,Meta Ads,Yamaha MT-07,2810,136,592.16,13
2026-06-18,Meta Ads,Yamaha NMAX 160,9699,644,915.89,61
2026-06-18,Meta Ads,Yamaha Crosser 150,9179,534,1980.2,63
2026-06-18,Meta Ads,Yamaha Fazer 250,5144,274,761.55,29
2026-06-18,Google Ads,Yamaha MT-07,8163,190,836.61,20
2026-06-18,Google Ads,Yamaha NMAX 160,2133,157,413.67,10
2026-06-18,Google Ads,Yamaha Crosser 150,6142,238,1017.06,32
2026-06-18,Google Ads,Yamaha Fazer 250,5611,186,815.18,24
2026-06-19,Meta Ads,Yamaha MT-07,4483,350,517.58,42
2026-06-19,Meta Ads,Yamaha NMAX 160,5736,297,731.0,43
2026-06-19,Meta Ads,Yamaha Crosser 150,2619,106,294.22,6
2026-06-19,Meta Ads,Yamaha Fazer 250,7749,332,963.07,21
2026-06-19,Google Ads,Yamaha MT-07,2821,95,345.49,12
2026-06-19,Google Ads,Yamaha NMAX 160,3722,262,686.78,36
2026-06-19,Google Ads,Yamaha Crosser 150,7030,319,1123.61,20
2026-06-19,Google Ads,Yamaha Fazer 250,3714,115,143.85,10
2026-06-20,Meta Ads,Yamaha MT-07,9707,572,2178.2,33
2026-06-20,Meta Ads,Yamaha NMAX 160,8567,287,1288.46,24
2026-06-20,Meta Ads,Yamaha Crosser 150,7412,381,1431.7,47
2026-06-20,Meta Ads,Yamaha Fazer 250,7368,581,2268.22,44
2026-06-20,Google Ads,Yamaha MT-07,6302,288,1210.89,29
2026-06-20,Google Ads,Yamaha NMAX 160,7473,186,229.76,22
2026-06-20,Google Ads,Yamaha Crosser 150,3808,177,722.08,18
2026-06-20,Google Ads,Yamaha Fazer 250,6333,258,352.58,29
2026-06-21,Meta Ads,Yamaha MT-07,7766,381,1624.88,28
2026-06-21,Meta Ads,Yamaha NMAX 160,7201,328,938.78,34
2026-06-21,Meta Ads,Yamaha Crosser 150,5275,157,340.96,13
2026-06-21,Meta Ads,Yamaha Fazer 250,7497,243,321.82,22
2026-06-21,Google Ads,Yamaha MT-07,8262,500,1774.92,55
2026-06-21,Google Ads,Yamaha NMAX 160,1666,121,276.18,12
2026-06-21,Google Ads,Yamaha Crosser 150,8532,572,2060.33,81
2026-06-21,Google Ads,Yamaha Fazer 250,8817,696,2639.29,71
2026-06-22,Meta Ads,Yamaha MT-07,9875,697,2895.01,65
2026-06-22,Meta Ads,Yamaha NMAX 160,4564,162,421.56,19
2026-06-22,Meta Ads,Yamaha Crosser 150,9547,661,1969.39,45
2026-06-22,Meta Ads,Yamaha Fazer 250,1085,73,250.16,3
2026-06-22,Google Ads,Yamaha MT-07,5791,299,804.06,38
2026-06-22,Google Ads,Yamaha NMAX 160,7422,444,689.86,53
2026-06-22,Google Ads,Yamaha Crosser 150,9976,551,831.07,77
2026-06-22,Google Ads,Yamaha Fazer 250,9223,227,878.21,32
2026-06-23,Meta Ads,Yamaha MT-07,3852,225,983.82,28
2026-06-23,Meta Ads,Yamaha NMAX 160,1499,44,83.27,5
2026-06-23,Meta Ads,Yamaha Crosser 150,2698,93,152.24,7
2026-06-23,Meta Ads,Yamaha Fazer 250,7010,284,716.28,38
2026-06-23,Google Ads,Yamaha MT-07,2448,173,505.01,24
2026-06-23,Google Ads,Yamaha NMAX 160,6195,129,204.66,18
2026-06-23,Google Ads,Yamaha Crosser 150,4953,360,1577.24,37
2026-06-23,Google Ads,Yamaha Fazer 250,7203,418,1018.28,47
2026-06-24,Meta Ads,Yamaha MT-07,3242,98,374.95,12
2026-06-24,Meta Ads,Yamaha NMAX 160,5772,313,616.08,38
2026-06-24,Meta Ads,Yamaha Crosser 150,2595,84,153.37,10
2026-06-24,Meta Ads,Yamaha Fazer 250,4090,269,433.87,27
2026-06-24,Google Ads,Yamaha MT-07,2138,126,352.07,9
2026-06-24,Google Ads,Yamaha NMAX 160,9647,653,1010.39,73
2026-06-24,Google Ads,Yamaha Crosser 150,6151,181,808.5,25
2026-06-24,Google Ads,Yamaha Fazer 250,8467,206,403.69,16
2026-06-25,Meta Ads,Yamaha MT-07,1496,50,93.61,7
2026-06-25,Meta Ads,Yamaha NMAX 160,5204,154,489.55,10
2026-06-25,Meta Ads,Yamaha Crosser 150,8504,617,2328.02,83
2026-06-25,Meta Ads,Yamaha Fazer 250,6525,404,1073.04,30
2026-06-25,Google Ads,Yamaha MT-07,8215,478,1594.73,24
2026-06-25,Google Ads,Yamaha NMAX 160,8626,434,684.58,58
2026-06-25,Google Ads,Yamaha Crosser 150,5845,141,559.71,11
2026-06-25,Google Ads,Yamaha Fazer 250,2124,160,456.61,9
2026-06-26,Meta Ads,Yamaha MT-07,2985,223,840.6,24
2026-06-26,Meta Ads,Yamaha NMAX 160,7388,308,710.48,39
2026-06-26,Meta Ads,Yamaha Crosser 150,8445,293,1274.54,39
2026-06-26,Meta Ads,Yamaha Fazer 250,7275,283,905.83,30
2026-06-26,Google Ads,Yamaha MT-07,9442,471,1025.85,47
2026-06-26,Google Ads,Yamaha NMAX 160,5570,212,477.32,26
2026-06-26,Google Ads,Yamaha Crosser 150,3214,161,361.44,12
2026-06-26,Google Ads,Yamaha Fazer 250,8817,320,537.52,46
2026-06-27,Meta Ads,Yamaha MT-07,2887,181,444.53,24
2026-06-27,Meta Ads,Yamaha NMAX 160,5192,345,1161.69,23
2026-06-27,Meta Ads,Yamaha Crosser 150,9254,479,709.85,60
2026-06-27,Meta Ads,Yamaha Fazer 250,2166,111,284.17,12
2026-06-27,Google Ads,Yamaha MT-07,1810,87,288.97,12
2026-06-27,Google Ads,Yamaha NMAX 160,7246,260,894.83,38
2026-06-27,Google Ads,Yamaha Crosser 150,2047,114,167.48,6
2026-06-27,Google Ads,Yamaha Fazer 250,3090,79,324.38,7
2026-06-28,Meta Ads,Yamaha MT-07,8736,193,585.32,21
2026-06-28,Meta Ads,Yamaha NMAX 160,5430,188,345.22,17
2026-06-28,Meta Ads,Yamaha Crosser 150,7838,538,1509.09,46
2026-06-28,Meta Ads,Yamaha Fazer 250,8737,486,2176.95,72
2026-06-28,Google Ads,Yamaha MT-07,1808,61,263.92,4
2026-06-28,Google Ads,Yamaha NMAX 160,8738,606,1746.02,42
2026-06-28,Google Ads,Yamaha Crosser 150,9750,703,1781.47,84
2026-06-28,Google Ads,Yamaha Fazer 250,2045,121,422.97,15
2026-06-29,Meta Ads,Yamaha MT-07,3329,67,149.55,4
2026-06-29,Meta Ads,Yamaha NMAX 160,8601,553,1476.72,77
2026-06-29,Meta Ads,Yamaha Crosser 150,5473,188,262.66,12
2026-06-29,Meta Ads,Yamaha Fazer 250,1873,129,296.52,16
2026-06-29,Google Ads,Yamaha MT-07,9834,753,1759.05,71
2026-06-29,Google Ads,Yamaha NMAX 160,3714,292,952.46,18
2026-06-29,Google Ads,Yamaha Crosser 150,8676,207,273.49,16
2026-06-29,Google Ads,Yamaha Fazer 250,3007,67,252.64,7
2026-06-30,Meta Ads,Yamaha MT-07,3440,229,561.22,33
2026-06-30,Meta Ads,Yamaha NMAX 160,5857,120,339.04,6
2026-06-30,Meta Ads,Yamaha Crosser 150,1678,50,156.48,3
2026-06-30,Meta Ads,Yamaha Fazer 250,6434,150,564.32,19
2026-06-30,Google Ads,Yamaha MT-07,8645,509,808.51,30
2026-06-30,Google Ads,Yamaha NMAX 160,6694,429,1486.47,43
2026-06-30,Google Ads,Yamaha Crosser 150,3137,243,355.14,18
2026-06-30,Google Ads,Yamaha Fazer 250,4495,245,720.32,19
2026-07-01,Meta Ads,Yamaha MT-07,7483,519,997.01,56
2026-07-01,Meta Ads,Yamaha NMAX 160,8507,395,1156.07,29
2026-07-01,Meta Ads,Yamaha Crosser 150,9082,425,1866.25,61
2026-07-01,Meta Ads,Yamaha Fazer 250,5318,402,563.65,31
2026-07-01,Google Ads,Yamaha MT-07,2257,133,209.2,13
2026-07-01,Google Ads,Yamaha NMAX 160,4379,329,655.52,36
2026-07-01,Google Ads,Yamaha Crosser 150,4089,299,446.71,32
2026-07-01,Google Ads,Yamaha Fazer 250,7111,290,851.53,35
2026-07-02,Meta Ads,Yamaha MT-07,3718,145,367.08,20
2026-07-02,Meta Ads,Yamaha NMAX 160,3929,265,1011.97,22
2026-07-02,Meta Ads,Yamaha Crosser 150,5038,312,506.92,46
2026-07-02,Meta Ads,Yamaha Fazer 250,5102,228,657.75,19
2026-07-02,Google Ads,Yamaha MT-07,7919,201,680.75,26
2026-07-02,Google Ads,Yamaha NMAX 160,1555,49,92.42,6
2026-07-02,Google Ads,Yamaha Crosser 150,2109,150,447.18,20
2026-07-02,Google Ads,Yamaha Fazer 250,2981,105,433.43,14
2026-07-03,Meta Ads,Yamaha MT-07,5420,113,489.58,11
2026-07-03,Meta Ads,Yamaha NMAX 160,6096,451,629.23,35
2026-07-03,Meta Ads,Yamaha Crosser 150,7579,589,2060.39,69
2026-07-03,Meta Ads,Yamaha Fazer 250,6662,244,296.73,24
2026-07-03,Google Ads,Yamaha MT-07,1297,90,314.52,8
2026-07-03,Google Ads,Yamaha NMAX 160,1917,103,414.87,7
2026-07-03,Google Ads,Yamaha Crosser 150,4762,254,970.26,31
2026-07-03,Google Ads,Yamaha Fazer 250,3062,140,413.67,12
2026-07-04,Meta Ads,Yamaha MT-07,9337,366,1613.1,50
2026-07-04,Meta Ads,Yamaha NMAX 160,1510,93,216.11,13
2026-07-04,Meta Ads,Yamaha Crosser 150,5161,278,779.91,19
2026-07-04,Meta Ads,Yamaha Fazer 250,5324,138,413.39,8
2026-07-04,Google Ads,Yamaha MT-07,4975,222,439.88,26
2026-07-04,Google Ads,Yamaha NMAX 160,2198,52,224.77,5
2026-07-04,Google Ads,Yamaha Crosser 150,9833,767,2371.83,51
2026-07-04,Google Ads,Yamaha Fazer 250,2544,118,480.71,10
2026-07-05,Meta Ads,Yamaha MT-07,8774,401,909.68,34
2026-07-05,Meta Ads,Yamaha NMAX 160,8763,552,1019.41,79
2026-07-05,Meta Ads,Yamaha Crosser 150,7651,398,1620.28,35
2026-07-05,Meta Ads,Yamaha Fazer 250,7225,565,1872.4,33
2026-07-05,Google Ads,Yamaha MT-07,5108,102,229.3,5
2026-07-05,Google Ads,Yamaha NMAX 160,4741,355,1471.12,20
2026-07-05,Google Ads,Yamaha Crosser 150,4684,130,411.75,19
2026-07-05,Google Ads,Yamaha Fazer 250,7838,580,2130.7,72
2026-07-06,Meta Ads,Yamaha MT-07,5213,279,738.97,34
2026-07-06,Meta Ads,Yamaha NMAX 160,4588,298,1028.87,34
2026-07-06,Meta Ads,Yamaha Crosser 150,1913,87,171.38,8
2026-07-06,Meta Ads,Yamaha Fazer 250,5349,340,1274.99,42
2026-07-06,Google Ads,Yamaha MT-07,5001,263,466.97,15
2026-07-06,Google Ads,Yamaha NMAX 160,5638,246,925.13,21
2026-07-06,Google Ads,Yamaha Crosser 150,1249,79,230.95,8
2026-07-06,Google Ads,Yamaha Fazer 250,8717,359,779.83,45
2026-07-07,Meta Ads,Yamaha MT-07,9537,191,331.1,16
2026-07-07,Meta Ads,Yamaha NMAX 160,6031,480,1285.18,32
2026-07-07,Meta Ads,Yamaha Crosser 150,1325,47,67.82,4
2026-07-07,Meta Ads,Yamaha Fazer 250,9484,416,991.52,34
2026-07-07,Google Ads,Yamaha MT-07,7564,601,2068.18,40
2026-07-07,Google Ads,Yamaha NMAX 160,9875,581,1903.77,86
2026-07-07,Google Ads,Yamaha Crosser 150,7464,473,601.19,40
2026-07-07,Google Ads,Yamaha Fazer 250,3719,82,245.22,12
2026-07-08,Meta Ads,Yamaha MT-07,5928,143,484.16,9
2026-07-08,Meta Ads,Yamaha NMAX 160,8859,602,2306.68,71
2026-07-08,Meta Ads,Yamaha Crosser 150,5955,197,779.23,21
2026-07-08,Meta Ads,Yamaha Fazer 250,4075,171,277.71,11
2026-07-08,Google Ads,Yamaha MT-07,4521,176,766.8,26
2026-07-08,Google Ads,Yamaha NMAX 160,8212,260,935.66,31
2026-07-08,Google Ads,Yamaha Crosser 150,6644,477,989.66,29
2026-07-08,Google Ads,Yamaha Fazer 250,2772,116,327.62,10
2026-07-09,Meta Ads,Yamaha MT-07,2266,174,768.56,24
2026-07-09,Meta Ads,Yamaha NMAX 160,7022,180,558.43,14
2026-07-09,Meta Ads,Yamaha Crosser 150,9168,708,2596.16,39
2026-07-09,Meta Ads,Yamaha Fazer 250,6615,205,668.49,23
2026-07-09,Google Ads,Yamaha MT-07,5955,235,891.07,29
2026-07-09,Google Ads,Yamaha NMAX 160,7190,442,1101.17,35
2026-07-09,Google Ads,Yamaha Crosser 150,4661,108,474.04,9
2026-07-09,Google Ads,Yamaha Fazer 250,9661,627,1058.57,44
2026-07-10,Meta Ads,Yamaha MT-07,6808,203,617.61,30
2026-07-10,Meta Ads,Yamaha NMAX 160,7243,328,1014.85,46
2026-07-10,Meta Ads,Yamaha Crosser 150,6088,178,722.86,15
2026-07-10,Meta Ads,Yamaha Fazer 250,4710,213,382.99,16
2026-07-10,Google Ads,Yamaha MT-07,6065,262,551.37,27
2026-07-10,Google Ads,Yamaha NMAX 160,3001,169,612.98,14
2026-07-10,Google Ads,Yamaha Crosser 150,1837,55,114.98,5
2026-07-10,Google Ads,Yamaha Fazer 250,3494,184,421.21,27
2026-07-11,Meta Ads,Yamaha MT-07,6340,321,907.1,23
2026-07-11,Meta Ads,Yamaha NMAX 160,6840,173,596.89,17
2026-07-11,Meta Ads,Yamaha Crosser 150,9305,727,2493.88,95
2026-07-11,Meta Ads,Yamaha Fazer 250,3539,272,918.76,33
2026-07-11,Google Ads,Yamaha MT-07,9754,359,826.11,52
2026-07-11,Google Ads,Yamaha NMAX 160,6518,175,616.96,9
2026-07-11,Google Ads,Yamaha Crosser 150,6921,496,1408.7,57
2026-07-11,Google Ads,Yamaha Fazer 250,6927,252,582.48,35
2026-07-12,Meta Ads,Yamaha MT-07,9347,631,1617.13,93
